datetime,temperature_C,humidity_pct,feels_like_C,rainfall_mm,wind_speed_kmh,wind_dir_deg,pressure_hpa,cloud_cover_pct,visibility_km,dew_point_C,solar_rad_Wm2,is_daytime,year,month,day,hour,day_of_week,is_weekend,temp_diff,wind_category,feels_hotter,high_humidity,is_rain
2016-01-01 00:00:00,23.7,63.2,24.6,0.0,8.2,74.7,1014.9,0.0,,16.3,0.0,0.0,2016,1,1,0,4,0,-0.9,breeze,1,0,0
2016-01-01 01:00:00,22.6,68.5,23.8,0.0,7.6,70.7,1014.4,0.0,,16.5,0.0,0.0,2016,1,1,1,4,0,-1.2,breeze,1,0,0
2016-01-01 02:00:00,21.6,73.9,22.9,0.0,7.4,60.9,1014.0,0.0,,16.8,0.0,0.0,2016,1,1,2,4,0,-1.3,breeze,1,1,0
2016-01-01 03:00:00,20.9,77.4,22.2,0.0,7.7,62.2,1014.1,0.0,,16.8,0.0,0.0,2016,1,1,3,4,0,-1.3,breeze,1,1,0
2016-01-01 04:00:00,20.5,77.3,21.6,0.0,7.9,59.9,1014.1,0.0,,16.4,0.0,0.0,2016,1,1,4,4,0,-1.1,breeze,1,1,0
2016-01-01 05:00:00,20.3,75.9,21.1,0.0,8.5,62.4,1014.0,0.0,,15.9,0.0,0.0,2016,1,1,5,4,0,-0.8,breeze,1,1,0
2016-01-01 06:00:00,20.1,75.6,20.6,0.0,9.2,69.4,1014.9,0.0,,15.6,0.0,0.0,2016,1,1,6,4,0,-0.5,breeze,1,1,0
2016-01-01 07:00:00,19.8,76.3,20.3,0.0,9.2,78.7,1015.8,0.0,,15.5,3.0,1.0,2016,1,1,7,4,0,-0.5,breeze,1,1,0
2016-01-01 08:00:00,21.6,68.9,22.0,0.0,9.7,87.9,1016.8,0.0,,15.6,119.0,1.0,2016,1,1,8,4,0,-0.4,breeze,1,0,0
2016-01-01 09:00:00,25.0,55.4,25.4,0.0,9.4,87.8,1017.5,0.0,,15.4,327.0,1.0,2016,1,1,9,4,0,-0.4,breeze,1,0,0
2016-01-01 10:00:00,28.1,45.8,28.5,0.0,9.0,90.0,1018.0,0.0,,15.3,523.0,1.0,2016,1,1,10,4,0,-0.4,breeze,1,0,0
2016-01-01 11:00:00,30.8,37.1,31.7,0.0,8.4,97.4,1017.4,0.0,,14.5,672.0,1.0,2016,1,1,11,4,0,-0.9,breeze,1,0,0
2016-01-01 12:00:00,32.2,31.6,33.8,0.0,5.2,102.1,1016.7,0.0,,13.3,757.0,1.0,2016,1,1,12,4,0,-1.6,breeze,1,0,0
2016-01-01 13:00:00,32.9,29.0,35.1,0.0,0.4,90.0,1015.4,0.0,,12.5,771.0,1.0,2016,1,1,13,4,0,-2.2,calm,1,0,0
2016-01-01 14:00:00,32.9,31.0,34.3,0.0,4.9,306.0,1014.4,0.0,,13.5,712.0,1.0,2016,1,1,14,4,0,-1.4,calm,1,0,0
2016-01-01 15:00:00,32.3,37.3,33.1,0.0,9.9,303.1,1014.1,0.0,,15.9,585.0,1.0,2016,1,1,15,4,0,-0.8,breeze,1,0,0
2016-01-01 16:00:00,31.3,43.2,32.1,0.0,12.1,306.5,1013.7,0.0,,17.3,404.0,1.0,2016,1,1,16,4,0,-0.8,breeze,1,0,0
2016-01-01 17:00:00,29.7,50.9,31.1,0.0,11.5,313.7,1014.1,0.0,,18.5,194.0,1.0,2016,1,1,17,4,0,-1.4,breeze,1,0,0
2016-01-01 18:00:00,27.9,56.6,29.4,0.0,11.1,324.2,1014.6,0.0,,18.5,25.0,0.0,2016,1,1,18,4,0,-1.5,breeze,1,0,0
2016-01-01 19:00:00,26.8,59.5,28.0,0.0,12.2,335.7,1015.5,0.0,,18.2,0.0,0.0,2016,1,1,19,4,0,-1.2,breeze,1,0,0
2016-01-01 20:00:00,26.2,59.9,27.2,0.0,12.3,355.0,1016.6,0.0,,17.8,0.0,0.0,2016,1,1,20,4,0,-1.0,breeze,1,0,0
2016-01-01 21:00:00,25.7,59.6,26.6,0.0,11.3,22.5,1017.1,0.0,,17.2,0.0,0.0,2016,1,1,21,4,0,-0.9,breeze,1,0,0
2016-01-01 22:00:00,25.2,59.3,26.0,0.0,10.4,43.6,1017.6,0.0,,16.7,0.0,0.0,2016,1,1,22,4,0,-0.8,breeze,1,0,0
2016-01-01 23:00:00,24.7,58.6,25.3,0.0,9.8,54.0,1017.2,0.0,,16.0,0.0,0.0,2016,1,1,23,4,0,-0.6,breeze,1,0,0
2016-01-02 00:00:00,23.8,63.1,24.8,0.0,8.5,53.6,1017.0,0.0,,16.4,0.0,0.0,2016,1,2,0,5,1,-1.0,breeze,1,0,0
2016-01-02 01:00:00,22.9,65.7,23.9,0.0,7.7,48.8,1016.5,0.0,,16.2,0.0,0.0,2016,1,2,1,5,1,-1.0,breeze,1,0,0
2016-01-02 02:00:00,22.0,68.8,23.0,0.0,7.1,49.1,1016.0,0.0,,16.0,0.0,0.0,2016,1,2,2,5,1,-1.0,breeze,1,0,0
2016-01-02 03:00:00,21.3,71.3,22.4,0.0,5.7,55.3,1015.9,0.0,,15.9,0.0,0.0,2016,1,2,3,5,1,-1.1,breeze,1,1,0
2016-01-02 04:00:00,20.8,72.6,21.8,0.0,5.9,47.5,1015.9,0.0,,15.7,0.0,0.0,2016,1,2,4,5,1,-1.0,breeze,1,1,0
2016-01-02 05:00:00,20.3,73.5,21.2,0.0,6.1,45.0,1015.8,0.0,,15.4,0.0,0.0,2016,1,2,5,5,1,-0.9,breeze,1,1,0
2016-01-02 06:00:00,19.9,74.6,20.7,0.0,6.6,45.0,1016.2,0.0,,15.3,0.0,0.0,2016,1,2,6,5,1,-0.8,breeze,1,1,0
2016-01-02 07:00:00,19.7,74.5,20.4,0.0,6.6,40.6,1016.9,0.0,,15.0,3.0,1.0,2016,1,2,7,5,1,-0.7,breeze,1,1,0
2016-01-02 08:00:00,21.3,68.0,22.1,0.0,6.7,36.3,1017.8,0.0,,15.2,117.0,1.0,2016,1,2,8,5,1,-0.8,breeze,1,0,0
2016-01-02 09:00:00,24.4,54.9,25.1,0.0,5.8,29.7,1018.4,48.0,,14.8,326.0,1.0,2016,1,2,9,5,1,-0.7,breeze,1,0,0
2016-01-02 10:00:00,27.0,46.5,27.7,0.0,5.2,15.9,1018.9,92.0,,14.6,523.0,1.0,2016,1,2,10,5,1,-0.7,breeze,1,0,0
2016-01-02 11:00:00,29.4,38.1,30.6,0.0,5.1,355.9,1018.3,61.0,,13.7,670.0,1.0,2016,1,2,11,5,1,-1.2,breeze,1,0,0
2016-01-02 12:00:00,30.6,36.3,32.3,0.0,5.2,335.2,1017.2,65.0,,13.9,753.0,1.0,2016,1,2,12,5,1,-1.7,breeze,1,0,0
2016-01-02 13:00:00,31.4,34.9,33.0,0.0,6.9,312.9,1015.9,79.0,,14.0,767.0,1.0,2016,1,2,13,5,1,-1.6,breeze,1,0,0
2016-01-02 14:00:00,31.5,35.8,32.4,0.0,9.5,299.5,1015.0,73.0,,14.5,705.0,1.0,2016,1,2,14,5,1,-0.9,breeze,1,0,0
2016-01-02 15:00:00,31.0,38.8,31.4,0.0,10.8,291.4,1014.8,73.0,,15.4,578.0,1.0,2016,1,2,15,5,1,-0.4,breeze,1,0,0
2016-01-02 16:00:00,29.9,45.3,30.7,0.0,11.2,290.8,1014.6,68.0,,16.8,397.0,1.0,2016,1,2,16,5,1,-0.8,breeze,1,0,0
2016-01-02 17:00:00,28.3,53.3,29.9,0.0,8.6,292.2,1014.9,64.0,,17.9,194.0,1.0,2016,1,2,17,5,1,-1.6,breeze,1,0,0
2016-01-02 18:00:00,26.6,60.0,28.3,0.0,8.6,284.6,1015.6,44.0,,18.2,26.0,0.0,2016,1,2,18,5,1,-1.7,breeze,1,0,0
2016-01-02 19:00:00,25.4,64.2,27.4,0.0,6.4,286.4,1016.1,21.0,,18.1,0.0,0.0,2016,1,2,19,5,1,-2.0,breeze,1,0,0
2016-01-02 20:00:00,24.4,67.3,26.6,0.0,4.2,301.0,1016.9,0.0,,17.9,0.0,0.0,2016,1,2,20,5,1,-2.2,calm,1,0,0
2016-01-02 21:00:00,23.3,70.8,25.6,0.0,3.0,346.0,1017.3,0.0,,17.7,0.0,0.0,2016,1,2,21,5,1,-2.3,calm,1,1,0
2016-01-02 22:00:00,22.1,74.5,24.2,0.0,4.0,5.2,1017.2,0.0,,17.4,0.0,0.0,2016,1,2,22,5,1,-2.1,calm,1,1,0
2016-01-02 23:00:00,21.3,76.7,23.1,0.0,4.2,20.0,1016.9,0.0,,17.0,0.0,0.0,2016,1,2,23,5,1,-1.8,calm,1,1,0
2016-01-03 00:00:00,20.5,82.2,22.4,0.0,4.8,26.6,1016.0,0.0,,17.4,0.0,0.0,2016,1,3,0,6,1,-1.9,calm,1,1,0
2016-01-03 01:00:00,19.8,82.6,21.4,0.0,4.8,26.6,1015.9,0.0,,16.7,0.0,0.0,2016,1,3,1,6,1,-1.6,calm,1,1,0
2016-01-03 02:00:00,19.2,83.6,20.5,0.0,5.5,23.2,1015.2,0.0,,16.3,0.0,0.0,2016,1,3,2,6,1,-1.3,breeze,1,1,0
2016-01-03 03:00:00,18.8,83.3,19.8,0.0,6.3,31.0,1015.1,0.0,,15.9,0.0,0.0,2016,1,3,3,6,1,-1.0,breeze,1,1,0
2016-01-03 04:00:00,18.4,83.2,19.4,0.0,6.1,40.2,1014.9,0.0,,15.5,0.0,0.0,2016,1,3,4,6,1,-1.0,breeze,1,1,0
2016-01-03 05:00:00,18.1,83.4,18.9,0.0,6.4,42.7,1014.8,0.0,,15.3,0.0,0.0,2016,1,3,5,6,1,-0.8,breeze,1,1,0
2016-01-03 06:00:00,18.0,83.7,18.8,0.0,5.9,42.5,1015.0,0.0,,15.2,0.0,0.0,2016,1,3,6,6,1,-0.8,breeze,1,1,0
2016-01-03 07:00:00,17.9,84.2,18.8,0.0,5.4,47.7,1016.2,11.0,,15.2,3.0,1.0,2016,1,3,7,6,1,-0.9,breeze,1,1,0
2016-01-03 08:00:00,19.2,80.9,20.5,0.0,5.1,39.3,1016.9,7.0,,15.9,118.0,1.0,2016,1,3,8,6,1,-1.3,breeze,1,1,0
2016-01-03 09:00:00,22.9,61.9,23.9,0.0,4.9,36.0,1017.7,0.0,,15.2,330.0,1.0,2016,1,3,9,6,1,-1.0,calm,1,0,0
2016-01-03 10:00:00,25.4,51.7,26.2,0.0,5.2,33.7,1017.8,7.0,,14.7,528.0,1.0,2016,1,3,10,6,1,-0.8,breeze,1,0,0
2016-01-03 11:00:00,27.8,41.4,29.0,0.0,4.8,26.6,1016.9,39.0,,13.5,679.0,1.0,2016,1,3,11,6,1,-1.2,calm,1,0,0
2016-01-03 12:00:00,29.4,36.2,31.0,0.0,4.1,15.3,1015.8,80.0,,12.8,768.0,1.0,2016,1,3,12,6,1,-1.6,calm,1,0,0
2016-01-03 13:00:00,30.4,32.9,32.0,0.0,3.9,338.2,1014.2,92.0,,12.3,780.0,1.0,2016,1,3,13,6,1,-1.6,calm,1,0,0
2016-01-03 14:00:00,30.8,32.7,31.6,0.0,6.4,312.7,1012.9,90.0,,12.5,719.0,1.0,2016,1,3,14,6,1,-0.8,breeze,1,0,0
2016-01-03 15:00:00,30.6,36.8,30.5,0.0,11.2,303.2,1012.5,80.0,,14.2,593.0,1.0,2016,1,3,15,6,1,0.1,breeze,0,0,0
2016-01-03 16:00:00,29.8,43.0,29.9,0.0,12.5,303.2,1012.7,72.0,,15.9,411.0,1.0,2016,1,3,16,6,1,-0.1,breeze,1,0,0
2016-01-03 17:00:00,28.2,53.1,29.2,0.0,11.6,306.2,1012.4,45.0,,17.7,201.0,1.0,2016,1,3,17,6,1,-1.0,breeze,1,0,0
2016-01-03 18:00:00,26.3,63.0,27.7,0.0,12.0,313.8,1013.3,0.0,,18.7,27.0,0.0,2016,1,3,18,6,1,-1.4,breeze,1,0,0
2016-01-03 19:00:00,25.0,68.9,26.5,0.0,12.6,323.1,1014.0,0.0,,18.9,0.0,0.0,2016,1,3,19,6,1,-1.5,breeze,1,0,0
2016-01-03 20:00:00,24.3,70.8,25.8,0.0,11.8,340.5,1015.0,0.0,,18.7,0.0,0.0,2016,1,3,20,6,1,-1.5,breeze,1,1,0
2016-01-03 21:00:00,23.8,70.9,25.2,0.0,10.5,3.9,1015.3,0.0,,18.2,0.0,0.0,2016,1,3,21,6,1,-1.4,breeze,1,1,0
2016-01-03 22:00:00,23.2,70.6,24.5,0.0,9.7,21.8,1015.6,0.0,,17.6,0.0,0.0,2016,1,3,22,6,1,-1.3,breeze,1,1,0
2016-01-03 23:00:00,22.7,71.1,23.9,0.0,9.0,28.6,1015.3,0.0,,17.2,0.0,0.0,2016,1,3,23,6,1,-1.2,breeze,1,1,0
2016-01-04 00:00:00,22.1,73.5,23.4,0.0,8.1,32.3,1014.5,0.0,,17.1,0.0,0.0,2016,1,4,0,0,0,-1.3,breeze,1,1,0
2016-01-04 01:00:00,21.4,75.3,22.8,0.0,7.3,32.9,1014.3,0.0,,16.9,0.0,0.0,2016,1,4,1,0,0,-1.4,breeze,1,1,0
2016-01-04 02:00:00,20.9,77.2,22.1,0.0,7.9,30.1,1013.7,0.0,,16.7,0.0,0.0,2016,1,4,2,0,0,-1.2,breeze,1,1,0
2016-01-04 03:00:00,20.3,79.1,21.5,0.0,7.4,39.1,1013.4,0.0,,16.6,0.0,0.0,2016,1,4,3,0,0,-1.2,breeze,1,1,0
2016-01-04 04:00:00,19.8,80.8,20.9,0.0,7.4,39.1,1013.4,0.0,,16.4,0.0,0.0,2016,1,4,4,0,0,-1.1,breeze,1,1,0
2016-01-04 05:00:00,19.1,82.5,20.1,0.0,7.6,45.0,1013.7,0.0,,16.1,0.0,0.0,2016,1,4,5,0,0,-1.0,breeze,1,1,0
2016-01-04 06:00:00,18.7,83.2,19.4,0.0,8.2,48.6,1014.3,0.0,,15.8,0.0,0.0,2016,1,4,6,0,0,-0.7,breeze,1,1,0
2016-01-04 07:00:00,18.4,82.9,18.9,0.0,8.5,53.6,1015.3,0.0,,15.4,3.0,1.0,2016,1,4,7,0,0,-0.5,breeze,1,1,0
2016-01-04 08:00:00,20.1,75.3,20.8,0.0,8.6,57.0,1016.3,0.0,,15.6,117.0,1.0,2016,1,4,8,0,0,-0.7,breeze,1,1,0
2016-01-04 09:00:00,23.4,59.8,24.0,0.0,7.6,58.6,1017.0,0.0,,15.1,326.0,1.0,2016,1,4,9,0,0,-0.6,breeze,1,0,0
2016-01-04 10:00:00,26.3,48.1,26.6,0.0,7.4,60.9,1017.4,0.0,,14.4,524.0,1.0,2016,1,4,10,0,0,-0.3,breeze,1,0,0
2016-01-04 11:00:00,28.7,40.1,29.6,0.0,7.4,76.0,1016.7,0.0,,13.8,675.0,1.0,2016,1,4,11,0,0,-0.9,breeze,1,0,0
2016-01-04 12:00:00,30.3,34.8,31.8,0.0,5.8,86.4,1015.6,0.0,,13.1,764.0,1.0,2016,1,4,12,0,0,-1.5,breeze,1,0,0
2016-01-04 13:00:00,31.3,31.4,33.2,0.0,2.2,99.5,1014.2,0.0,,12.3,779.0,1.0,2016,1,4,13,0,0,-1.9,calm,1,0,0
2016-01-04 14:00:00,31.5,32.8,33.1,0.0,3.3,276.3,1013.0,0.0,,13.2,721.0,1.0,2016,1,4,14,0,0,-1.6,calm,1,0,0
2016-01-04 15:00:00,31.2,37.9,32.0,0.0,7.9,294.2,1012.8,0.0,,15.2,594.0,1.0,2016,1,4,15,0,0,-0.8,breeze,1,0,0
2016-01-04 16:00:00,30.6,42.0,31.1,0.0,10.9,297.4,1012.2,0.0,,16.2,413.0,1.0,2016,1,4,16,0,0,-0.5,breeze,1,0,0
2016-01-04 17:00:00,29.1,50.6,30.3,0.0,10.5,301.0,1012.9,0.0,,17.8,202.0,1.0,2016,1,4,17,0,0,-1.2,breeze,1,0,0
2016-01-04 18:00:00,27.1,59.4,28.6,0.0,11.0,311.0,1013.3,0.0,,18.5,28.0,0.0,2016,1,4,18,0,0,-1.5,breeze,1,0,0
2016-01-04 19:00:00,25.8,65.1,27.2,0.0,12.0,321.1,1014.3,0.0,,18.7,0.0,0.0,2016,1,4,19,0,0,-1.4,breeze,1,0,0
2016-01-04 20:00:00,25.0,67.0,26.4,0.0,11.5,339.9,1015.2,0.0,,18.4,0.0,0.0,2016,1,4,20,0,0,-1.4,breeze,1,0,0
2016-01-04 21:00:00,24.4,66.9,25.5,0.0,11.6,5.4,1015.9,0.0,,17.8,0.0,0.0,2016,1,4,21,0,0,-1.1,breeze,1,0,0
2016-01-04 22:00:00,23.8,66.3,24.7,0.0,11.4,24.1,1016.2,0.0,,17.2,0.0,0.0,2016,1,4,22,0,0,-0.9,breeze,1,0,0
2016-01-04 23:00:00,23.3,65.6,24.0,0.0,10.7,39.6,1015.7,0.0,,16.5,0.0,0.0,2016,1,4,23,0,0,-0.7,breeze,1,0,0
2016-01-05 00:00:00,22.8,67.0,23.6,0.0,9.2,48.2,1015.0,0.0,,16.3,0.0,0.0,2016,1,5,0,1,0,-0.8,breeze,1,0,0
2016-01-05 01:00:00,22.0,69.4,23.0,0.0,7.2,53.1,1014.5,0.0,,16.1,0.0,0.0,2016,1,5,1,1,0,-1.0,breeze,1,0,0
2016-01-05 02:00:00,21.2,72.4,22.3,0.0,6.1,45.0,1014.2,0.0,,16.0,0.0,0.0,2016,1,5,2,1,0,-1.1,breeze,1,1,0
2016-01-05 03:00:00,20.4,75.6,21.5,0.0,6.6,49.4,1013.7,0.0,,16.0,0.0,0.0,2016,1,5,3,1,0,-1.1,breeze,1,1,0
2016-01-05 04:00:00,19.9,78.0,20.9,0.0,6.5,56.3,1013.2,0.0,,15.9,0.0,0.0,2016,1,5,4,1,0,-1.0,breeze,1,1,0
2016-01-05 05:00:00,19.4,79.7,20.3,0.0,6.8,58.0,1013.4,0.0,,15.8,0.0,0.0,2016,1,5,5,1,0,-0.9,breeze,1,1,0
2016-01-05 06:00:00,18.9,81.9,19.7,0.0,7.4,60.9,1014.2,0.0,,15.7,0.0,0.0,2016,1,5,6,1,0,-0.8,breeze,1,1,0
2016-01-05 07:00:00,18.6,82.7,19.5,0.0,7.2,63.4,1014.6,0.0,,15.6,3.0,1.0,2016,1,5,7,1,0,-0.9,breeze,1,1,0
2016-01-05 08:00:00,20.6,75.2,21.5,0.0,8.0,71.6,1015.7,0.0,,16.0,114.0,1.0,2016,1,5,8,1,0,-0.9,breeze,1,1,0
2016-01-05 09:00:00,24.2,58.3,25.0,0.0,6.9,62.1,1016.0,0.0,,15.5,322.0,1.0,2016,1,5,9,1,0,-0.8,breeze,1,0,0
2016-01-05 10:00:00,27.0,48.6,27.7,0.0,7.1,49.1,1016.2,0.0,,15.2,519.0,1.0,2016,1,5,10,1,0,-0.7,breeze,1,0,0
2016-01-05 11:00:00,29.2,41.9,30.6,0.0,6.6,45.0,1015.5,0.0,,15.0,669.0,1.0,2016,1,5,11,1,0,-1.4,breeze,1,0,0
2016-01-05 12:00:00,30.3,39.0,32.5,0.0,5.0,21.0,1014.5,0.0,,14.8,756.0,1.0,2016,1,5,12,1,0,-2.2,calm,1,0,0
2016-01-05 13:00:00,31.0,38.4,33.3,0.0,5.2,335.2,1013.3,0.0,,15.2,771.0,1.0,2016,1,5,13,1,0,-2.3,breeze,1,0,0
2016-01-05 14:00:00,31.1,40.2,33.0,0.0,7.9,316.8,1012.2,0.0,,16.0,714.0,1.0,2016,1,5,14,1,0,-1.9,breeze,1,0,0
2016-01-05 15:00:00,30.9,41.9,31.8,0.0,11.0,308.4,1011.6,0.0,,16.5,589.0,1.0,2016,1,5,15,1,0,-0.9,breeze,1,0,0
2016-01-05 16:00:00,30.3,45.4,31.1,0.0,12.3,307.9,1011.3,0.0,,17.2,410.0,1.0,2016,1,5,16,1,0,-0.8,breeze,1,0,0
2016-01-05 17:00:00,29.1,52.2,30.6,0.0,10.5,310.8,1011.5,0.0,,18.3,202.0,1.0,2016,1,5,17,1,0,-1.5,breeze,1,0,0
2016-01-05 18:00:00,27.4,59.8,29.2,0.0,10.7,315.0,1012.2,0.0,,18.9,29.0,0.0,2016,1,5,18,1,0,-1.8,breeze,1,0,0
2016-01-05 19:00:00,26.2,65.2,27.9,0.0,11.6,323.8,1012.9,0.0,,19.1,0.0,0.0,2016,1,5,19,1,0,-1.7,breeze,1,0,0
2016-01-05 20:00:00,25.4,67.3,27.2,0.0,10.3,335.2,1013.8,0.0,,18.9,0.0,0.0,2016,1,5,20,1,0,-1.8,breeze,1,0,0
2016-01-05 21:00:00,24.8,68.2,26.7,0.0,9.0,4.6,1014.5,0.0,,18.6,0.0,0.0,2016,1,5,21,1,0,-1.9,breeze,1,0,0
2016-01-05 22:00:00,24.2,68.1,25.8,0.0,8.5,27.6,1014.7,0.0,,18.0,0.0,0.0,2016,1,5,22,1,0,-1.6,breeze,1,0,0
2016-01-05 23:00:00,23.7,67.0,25.0,0.0,8.4,39.8,1014.6,0.0,,17.2,0.0,0.0,2016,1,5,23,1,0,-1.3,breeze,1,0,0
2016-01-06 00:00:00,23.1,68.5,24.4,0.0,7.6,45.0,1014.0,0.0,,17.0,0.0,0.0,2016,1,6,0,2,0,-1.3,breeze,1,0,0
2016-01-06 01:00:00,22.2,70.8,23.5,0.0,6.9,51.3,1013.8,0.0,,16.6,0.0,0.0,2016,1,6,1,2,0,-1.3,breeze,1,1,0
2016-01-06 02:00:00,21.7,72.1,23.2,0.0,4.9,54.0,1013.2,0.0,,16.4,0.0,0.0,2016,1,6,2,2,0,-1.5,calm,1,1,0
2016-01-06 03:00:00,21.6,72.5,23.4,0.0,2.9,90.0,1013.1,0.0,,16.4,0.0,0.0,2016,1,6,3,2,0,-1.8,calm,1,1,0
2016-01-06 04:00:00,21.5,73.2,23.4,0.0,2.3,71.6,1012.9,0.0,,16.5,0.0,0.0,2016,1,6,4,2,0,-1.9,calm,1,1,0
2016-01-06 05:00:00,20.6,78.1,22.3,0.0,3.5,66.0,1013.2,0.0,,16.6,0.0,0.0,2016,1,6,5,2,0,-1.7,calm,1,1,0
2016-01-06 06:00:00,19.6,82.6,21.1,0.0,4.8,63.4,1013.7,1.0,,16.5,0.0,0.0,2016,1,6,6,2,0,-1.5,calm,1,1,0
2016-01-06 07:00:00,19.0,84.6,20.3,0.0,5.8,60.3,1014.4,1.0,,16.3,3.0,1.0,2016,1,6,7,2,0,-1.3,breeze,1,1,0
2016-01-06 08:00:00,20.6,79.9,22.3,0.0,5.7,55.3,1015.5,0.0,,17.0,112.0,1.0,2016,1,6,8,2,0,-1.7,breeze,1,1,0
2016-01-06 09:00:00,24.2,61.2,25.6,0.0,5.1,50.7,1015.9,0.0,,16.3,317.0,1.0,2016,1,6,9,2,0,-1.4,breeze,1,0,0
2016-01-06 10:00:00,26.6,51.2,27.9,0.0,4.1,52.1,1016.0,0.0,,15.7,512.0,1.0,2016,1,6,10,2,0,-1.3,calm,1,0,0
2016-01-06 11:00:00,28.7,44.4,30.8,0.0,2.4,63.4,1015.6,0.0,,15.4,661.0,1.0,2016,1,6,11,2,0,-2.1,calm,1,0,0
2016-01-06 12:00:00,29.8,41.8,32.9,0.0,0.8,206.6,1014.4,0.0,,15.5,748.0,1.0,2016,1,6,12,2,0,-3.1,calm,1,0,0
2016-01-06 13:00:00,30.5,40.6,33.1,0.0,4.6,251.6,1013.1,0.0,,15.6,766.0,1.0,2016,1,6,13,2,0,-2.6,calm,1,0,0
2016-01-06 14:00:00,30.7,41.8,32.7,0.0,7.6,272.7,1012.1,0.0,,16.3,706.0,1.0,2016,1,6,14,2,0,-2.0,breeze,1,0,0
2016-01-06 15:00:00,30.5,44.5,31.5,0.0,10.9,277.6,1011.4,6.0,,17.0,586.0,1.0,2016,1,6,15,2,0,-1.0,breeze,1,0,0
2016-01-06 16:00:00,29.8,49.6,31.0,0.0,11.6,286.2,1011.0,27.0,,18.1,400.0,1.0,2016,1,6,16,2,0,-1.2,breeze,1,0,0
2016-01-06 17:00:00,28.6,57.3,30.7,0.0,9.4,292.6,1011.6,13.0,,19.3,198.0,1.0,2016,1,6,17,2,0,-2.1,breeze,1,0,0
2016-01-06 18:00:00,27.0,65.4,29.4,0.0,9.7,296.6,1012.1,11.0,,20.0,29.0,0.0,2016,1,6,18,2,0,-2.4,breeze,1,0,0
2016-01-06 19:00:00,25.9,70.8,28.8,0.0,7.4,299.1,1012.9,18.0,,20.2,0.0,0.0,2016,1,6,19,2,0,-2.9,breeze,1,1,0
2016-01-06 20:00:00,25.2,73.6,28.7,0.0,3.3,319.4,1013.7,39.0,,20.2,0.0,0.0,2016,1,6,20,2,0,-3.5,calm,1,1,0
2016-01-06 21:00:00,24.4,77.2,27.9,0.0,2.3,51.3,1014.2,40.0,,20.1,0.0,0.0,2016,1,6,21,2,0,-3.5,calm,1,1,0
2016-01-06 22:00:00,23.2,82.7,26.3,0.0,5.1,81.9,1014.5,45.0,,20.1,0.0,0.0,2016,1,6,22,2,0,-3.1,breeze,1,1,0
2016-01-06 23:00:00,22.4,84.7,25.3,0.0,5.8,86.4,1014.4,45.0,,19.7,0.0,0.0,2016,1,6,23,2,0,-2.9,breeze,1,1,0
2016-01-07 00:00:00,23.1,84.0,26.3,0.0,4.7,90.0,1014.0,43.0,,20.2,0.0,0.0,2016,1,7,0,3,0,-3.2,calm,1,1,0
2016-01-07 01:00:00,22.7,84.5,26.1,0.0,2.7,66.8,1013.7,39.0,,19.9,0.0,0.0,2016,1,7,1,3,0,-3.4,calm,1,1,0
2016-01-07 02:00:00,20.9,90.3,23.8,0.0,3.3,347.5,1013.5,31.0,,19.2,0.0,0.0,2016,1,7,2,3,0,-2.9,calm,1,1,0
2016-01-07 03:00:00,20.9,89.5,23.5,0.0,5.6,345.1,1013.4,48.0,,19.1,0.0,0.0,2016,1,7,3,3,0,-2.6,breeze,1,1,0
2016-01-07 04:00:00,21.2,88.4,23.5,0.0,7.6,2.7,1013.3,65.0,,19.2,0.0,0.0,2016,1,7,4,3,0,-2.3,breeze,1,1,0
2016-01-07 05:00:00,21.0,88.9,23.4,0.0,6.8,32.0,1013.6,82.0,,19.1,0.0,0.0,2016,1,7,5,3,0,-2.4,breeze,1,1,0
2016-01-07 06:00:00,20.5,90.3,22.8,0.0,6.3,59.0,1014.0,79.0,,18.8,0.0,0.0,2016,1,7,6,3,0,-2.3,breeze,1,1,0
2016-01-07 07:00:00,20.0,91.1,22.3,0.0,5.6,75.1,1014.6,81.0,,18.5,2.0,1.0,2016,1,7,7,3,0,-2.3,breeze,1,1,0
2016-01-07 08:00:00,21.4,85.7,23.8,0.0,6.1,90.0,1015.6,92.0,,18.9,103.0,1.0,2016,1,7,8,3,0,-2.4,breeze,1,1,0
2016-01-07 09:00:00,24.1,69.0,26.2,0.0,5.4,97.6,1016.1,90.0,,18.1,286.0,1.0,2016,1,7,9,3,0,-2.1,breeze,1,0,0
2016-01-07 10:00:00,26.4,57.5,28.2,0.0,5.5,113.2,1016.5,92.0,,17.4,471.0,1.0,2016,1,7,10,3,0,-1.8,breeze,1,0,0
2016-01-07 11:00:00,28.5,48.2,30.1,0.0,5.6,135.0,1015.9,80.0,,16.5,591.0,1.0,2016,1,7,11,3,0,-1.6,breeze,1,0,0
2016-01-07 12:00:00,29.8,44.9,32.2,0.0,4.7,180.0,1015.2,73.0,,16.5,686.0,1.0,2016,1,7,12,3,0,-2.4,calm,1,0,0
2016-01-07 13:00:00,30.1,46.0,32.6,0.0,6.2,234.5,1014.2,47.0,,17.2,689.0,1.0,2016,1,7,13,3,0,-2.5,breeze,1,0,0
2016-01-07 14:00:00,29.9,50.0,31.8,0.0,9.7,267.9,1013.3,53.0,,18.3,612.0,1.0,2016,1,7,14,3,0,-1.9,breeze,1,0,0
